Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN07188,2,0,1,3,Meal Plan 1,0,Room_Type 1,65,2018,10,17,Online,0,0,0,118.8,2,Not_Canceled
INN10525,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75,0,Canceled
INN09494,2,0,1,1,Meal Plan 1,0,Room_Type 4,64,2018,8,8,Online,0,0,0,158.4,0,Not_Canceled
INN34754,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120,0,Not_Canceled
INN34368,1,0,1,0,Not Selected,0,Room_Type 1,180,2018,11,13,Online,0,0,0,51.28,2,Not_Canceled
INN08099,2,0,1,2,Meal Plan 1,0,Room_Type 1,209,2018,4,25,Online,0,0,0,81.77,1,Not_Canceled
INN23589,2,0,2,1,Not Selected,0,Room_Type 1,22,2018,8,21,Online,0,0,0,139,1,Not_Canceled
INN06723,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled
INN23790,2,0,1,1,Not Selected,0,Room_Type 1,175,2018,7,23,Online,0,0,0,85.5,1,Not_Canceled
INN18729,2,0,1,4,Meal Plan 1,0,Room_Type 4,36,2018,11,14,Online,0,0,0,96.9,3,Not_Canceled
INN31432,2,0,0,4,Not Selected,0,Room_Type 1,44,2018,11,1,Online,0,0,0,74.8,2,Not_Canceled
INN25979,2,0,1,3,Meal Plan 1,0,Room_Type 1,127,2018,12,29,Offline,0,0,0,84.15,0,Not_Canceled
INN16855,1,0,1,0,Meal Plan 1,0,Room_Type 1,2,2017,11,30,Offline,0,0,0,64.8,0,Not_Canceled
INN27583,2,0,2,0,Meal Plan 1,0,Room_Type 1,29,2017,10,4,Online,0,0,0,76.81,0,Not_Canceled
INN17387,2,0,0,3,Meal Plan 1,0,Room_Type 4,23,2017,10,21,Offline,0,0,0,75,1,Not_Canceled
INN35394,2,0,0,2,Not Selected,0,Room_Type 1,4,2018,2,5,Online,0,0,0,81,0,Not_Canceled
INN14447,2,1,2,2,Meal Plan 1,0,Room_Type 1,182,2018,7,30,Online,0,0,0,114.75,0,Canceled
INN27546,2,0,2,1,Meal Plan 1,0,Room_Type 1,2,2017,10,4,Online,0,0,0,114,0,Not_Canceled
INN00779,2,0,0,3,Meal Plan 1,0,Room_Type 1,93,2018,4,12,Online,0,0,0,96.3,3,Not_Canceled
INN00739,2,0,1,2,Not Selected,0,Room_Type 1,7,2018,12,30,Online,0,0,0,120,0,Not_Canceled
INN07834,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,11,1,Online,0,0,0,104.4,1,Canceled
INN11234,1,0,1,0,Meal Plan 1,0,Room_Type 1,11,2018,9,5,Corporate,0,0,0,112.88,0,Not_Canceled
INN00127,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,11,3,Online,0,0,0,112,1,Canceled
INN23989,2,1,1,3,Meal Plan 1,0,Room_Type 1,192,2018,8,4,Online,0,0,0,114.75,2,Canceled
INN07736,3,0,2,3,Meal Plan 1,0,Room_Type 4,53,2017,9,26,Offline,0,0,0,167.22,1,Not_Canceled
INN17899,2,0,0,4,Not Selected,0,Room_Type 1,195,2018,8,24,Online,0,0,0,89.25,1,Canceled
INN18717,2,0,2,4,Meal Plan 1,0,Room_Type 1,8,2017,8,28,Online,0,0,0,105.67,2,Not_Canceled
INN18643,2,0,1,4,Meal Plan 1,0,Room_Type 1,4,2018,10,17,Online,0,0,0,160,1,Canceled
INN24513,2,0,0,3,Meal Plan 1,0,Room_Type 1,29,2018,3,1,Offline,0,0,0,57,0,Not_Canceled
INN30461,2,0,2,5,Meal Plan 1,0,Room_Type 1,91,2018,1,1,Offline,0,0,0,43.43,0,Not_Canceled
INN00322,1,0,1,0,Meal Plan 1,0,Room_Type 1,51,2018,5,22,Corporate,1,0,3,65,0,Not_Canceled
INN16862,3,0,0,1,Meal Plan 1,1,Room_Type 4,233,2018,10,7,Online,0,0,0,168.3,0,Canceled
INN22327,2,0,2,2,Meal Plan 1,1,Room_Type 1,153,2018,7,1,Online,0,0,0,93.2,1,Not_Canceled
INN21845,2,0,1,1,Meal Plan 1,0,Room_Type 1,104,2018,7,16,Online,0,0,0,77.03,1,Not_Canceled
INN16400,2,0,0,4,Not Selected,0,Room_Type 1,29,2018,3,2,Online,0,0,0,73.08,0,Canceled
INN22465,2,0,2,1,Not Selected,0,Room_Type 1,27,2018,10,29,Online,0,0,0,110,1,Not_Canceled
INN12376,2,0,0,2,Not Selected,0,Room_Type 1,38,2018,7,26,Online,0,0,0,125.1,1,Canceled
INN25277,3,0,1,1,Meal Plan 1,0,Room_Type 4,63,2018,4,2,Online,0,0,0,126,1,Not_Canceled
INN23341,2,1,1,1,Meal Plan 1,0,Room_Type 1,113,2018,8,1,Online,0,0,0,121.5,0,Canceled
INN19986,2,0,2,6,Meal Plan 1,0,Room_Type 1,44,2018,3,4,Online,0,0,0,59.95,1,Not_Canceled
INN34375,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Canceled
INN18439,2,1,0,2,Meal Plan 1,0,Room_Type 6,2,2018,11,25,Offline,0,0,0,144.8,0,Not_Canceled
INN02481,2,0,0,2,Not Selected,0,Room_Type 1,21,2018,8,31,Online,0,0,0,110,2,Not_Canceled
INN23834,2,1,1,3,Meal Plan 1,0,Room_Type 1,20,2018,12,22,Online,0,0,0,88.4,0,Not_Canceled
INN20848,1,0,2,4,Meal Plan 1,0,Room_Type 1,80,2018,9,4,Offline,0,0,0,85,0,Not_Canceled
INN27187,2,0,0,2,Meal Plan 1,0,Room_Type 1,298,2018,5,10,Offline,0,0,0,93,0,Not_Canceled
INN00865,2,0,1,1,Meal Plan 1,0,Room_Type 4,11,2018,10,10,Offline,0,0,0,107,0,Not_Canceled
INN11516,3,0,1,2,Meal Plan 1,0,Room_Type 4,99,2018,7,15,Online,0,0,0,137.7,2,Not_Canceled
INN25196,2,0,1,2,Meal Plan 1,0,Room_Type 1,101,2018,7,11,Offline,0,0,0,81.25,0,Not_Canceled
INN06501,2,1,2,0,Meal Plan 1,0,Room_Type 1,11,2018,5,22,Online,0,0,0,159,3,Not_Canceled
INN13711,3,0,0,3,Meal Plan 1,0,Room_Type 4,117,2018,5,5,Online,0,0,0,149.3,2,Not_Canceled
INN14370,2,0,0,3,Meal Plan 1,0,Room_Type 4,72,2018,4,14,Online,0,0,0,118.8,0,Canceled
INN33235,3,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,138.5,1,Not_Canceled
INN00373,4,0,0,3,Meal Plan 1,0,Room_Type 7,86,2018,10,20,Online,0,0,0,192.86,1,Not_Canceled
INN02976,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Online,0,0,0,135,1,Not_Canceled
INN18654,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130,0,Not_Canceled
INN19908,1,0,1,2,Meal Plan 1,0,Room_Type 1,41,2018,2,19,Online,0,0,0,76.9,0,Not_Canceled
INN11918,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,9,19,Offline,0,0,0,104,2,Not_Canceled
INN36266,2,0,1,3,Meal Plan 1,0,Room_Type 1,15,2018,5,30,Online,0,0,0,100.73,0,Not_Canceled
INN32440,2,0,0,1,Meal Plan 1,0,Room_Type 1,40,2018,10,19,Offline,0,0,0,85.5,0,Not_Canceled
INN15304,2,1,1,3,Meal Plan 2,0,Room_Type 6,100,2018,10,24,Online,0,0,0,221.18,0,Canceled
INN05008,2,0,0,2,Meal Plan 1,0,Room_Type 1,37,2017,9,16,Online,0,0,0,94.5,0,Not_Canceled
INN12163,3,0,1,2,Meal Plan 1,0,Room_Type 4,20,2018,7,11,Online,0,0,0,187,0,Not_Canceled
INN35260,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled
INN24592,3,0,0,4,Meal Plan 1,0,Room_Type 4,48,2018,8,24,Online,0,0,0,168.3,1,Not_Canceled
INN01864,2,0,1,4,Meal Plan 1,0,Room_Type 1,183,2018,8,3,Online,0,0,0,112,1,Canceled
INN04545,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Online,0,0,0,110,0,Canceled
INN08991,2,0,2,2,Meal Plan 1,0,Room_Type 4,75,2018,10,22,Online,0,0,0,112.79,1,Canceled
INN00744,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89,0,Canceled
INN01083,2,0,2,3,Meal Plan 1,0,Room_Type 2,142,2018,8,21,Online,0,0,0,95.79,1,Not_Canceled
INN01614,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,9,16,Offline,0,0,0,95,0,Not_Canceled
INN06093,2,0,1,2,Meal Plan 1,0,Room_Type 1,52,2017,10,23,Online,0,0,0,94.5,3,Not_Canceled
INN26797,2,0,0,1,Meal Plan 2,0,Room_Type 1,21,2018,3,4,Online,0,0,0,129,0,Canceled
INN16265,2,2,2,1,Meal Plan 1,0,Room_Type 6,109,2018,10,29,Online,0,0,0,159.9,0,Canceled
INN08774,2,0,2,0,Meal Plan 1,0,Room_Type 1,17,2018,2,7,Online,0,0,0,81.07,1,Not_Canceled
INN20291,2,0,2,4,Not Selected,0,Room_Type 1,5,2018,11,17,Online,0,0,0,79.33,0,Canceled
INN28881,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80,0,Not_Canceled
INN01208,2,0,0,2,Meal Plan 1,1,Room_Type 4,42,2018,9,27,Online,0,0,0,158.4,1,Not_Canceled
INN22942,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Offline,0,0,0,80,0,Canceled
INN22705,2,0,1,2,Not Selected,0,Room_Type 1,120,2018,6,27,Online,0,0,0,85.5,1,Not_Canceled
INN01118,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,27,Corporate,0,0,0,160,0,Not_Canceled
INN08283,2,0,1,0,Meal Plan 1,0,Room_Type 1,18,2018,12,11,Offline,0,0,0,80,0,Not_Canceled
INN13762,2,0,0,2,Meal Plan 1,0,Room_Type 1,9,2017,9,11,Online,0,0,0,128.5,1,Not_Canceled
INN34757,2,0,1,2,Meal Plan 1,0,Room_Type 1,12,2018,1,15,Online,0,0,0,89,1,Not_Canceled
INN19125,2,0,2,1,Meal Plan 1,0,Room_Type 1,67,2018,3,26,Offline,0,0,0,76.16,1,Not_Canceled
INN17544,2,0,2,3,Meal Plan 1,0,Room_Type 1,248,2018,10,13,Online,0,0,0,83.38,2,Not_Canceled
INN33572,2,0,0,1,Meal Plan 1,0,Room_Type 2,5,2017,12,19,Online,0,0,0,77.25,2,Not_Canceled
INN28320,2,0,2,3,Meal Plan 1,0,Room_Type 2,108,2018,9,24,Online,0,0,0,127.38,3,Not_Canceled
INN12307,2,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,2,7,Online,0,0,0,82.8,2,Not_Canceled
INN17333,2,0,1,4,Meal Plan 1,0,Room_Type 1,206,2018,10,26,Online,0,0,0,105.3,2,Canceled
INN16508,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,5,16,Online,0,0,0,62.73,0,Not_Canceled
INN35642,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Canceled
INN21308,2,0,0,2,Not Selected,0,Room_Type 1,24,2018,8,4,Online,0,0,0,139,2,Not_Canceled
INN05389,2,0,1,2,Meal Plan 1,0,Room_Type 4,35,2018,1,29,Online,0,0,0,82.45,1,Not_Canceled
INN17969,2,0,1,2,Meal Plan 1,0,Room_Type 4,27,2017,9,21,Offline,0,0,0,97,0,Not_Canceled
INN23581,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,29,Corporate,0,0,0,85,0,Not_Canceled
INN06446,2,0,2,5,Meal Plan 1,0,Room_Type 1,182,2018,3,28,Online,0,0,0,96.94,1,Canceled
INN34995,2,1,2,5,Meal Plan 1,0,Room_Type 1,158,2017,8,7,Online,0,0,0,76.5,2,Not_Canceled
INN24806,1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90,0,Not_Canceled
INN20899,2,0,1,1,Meal Plan 1,0,Room_Type 4,64,2018,4,23,Online,0,0,0,118.8,1,Not_Canceled
INN18139,1,0,0,4,Meal Plan 1,0,Room_Type 4,23,2018,6,1,Online,0,0,0,137.65,1,Not_Canceled
INN12840,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Online,0,0,0,142.67,1,Not_Canceled
INN06681,2,0,1,2,Meal Plan 1,0,Room_Type 1,43,2018,3,25,Offline,0,0,0,68,0,Not_Canceled
INN28053,2,0,0,4,Meal Plan 1,0,Room_Type 1,20,2017,9,2,Online,0,0,0,80.85,2,Not_Canceled
INN02772,2,0,0,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,Online,0,0,0,117,0,Canceled
INN01067,2,0,0,2,Meal Plan 1,0,Room_Type 1,57,2018,8,10,Online,0,0,0,135.9,1,Not_Canceled
INN18183,1,0,0,2,Not Selected,0,Room_Type 1,0,2018,8,10,Online,0,0,0,88,0,Not_Canceled
INN07408,2,1,0,3,Meal Plan 1,0,Room_Type 1,15,2017,10,29,Online,0,0,0,105.62,2,Not_Canceled
INN07554,1,0,1,2,Meal Plan 1,0,Room_Type 1,24,2018,11,7,Online,0,0,0,153.23,1,Not_Canceled
INN00784,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Online,0,0,0,62.8,0,Canceled
INN30061,2,1,1,4,Meal Plan 1,0,Room_Type 1,47,2018,4,25,Online,0,0,0,119.17,0,Canceled
INN35804,2,0,0,3,Meal Plan 1,0,Room_Type 1,92,2018,4,14,Online,0,0,0,96.3,1,Not_Canceled
INN31659,2,0,0,0,Meal Plan 1,0,Room_Type 1,36,2018,12,8,Online,0,0,0,0,0,Not_Canceled
INN17642,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,7,16,Online,0,0,0,139,1,Not_Canceled
INN31507,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,1,27,Online,0,0,0,71.2,0,Not_Canceled
INN26712,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Offline,0,0,0,110,1,Canceled
INN23584,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110,0,Canceled
INN27827,2,0,1,2,Meal Plan 1,0,Room_Type 1,96,2018,4,18,Online,0,0,0,87.3,1,Not_Canceled
INN29428,2,0,0,2,Not Selected,0,Room_Type 1,161,2018,10,25,Online,0,0,0,80.1,3,Not_Canceled
INN01109,3,0,1,2,Meal Plan 1,0,Room_Type 1,161,2018,7,15,Offline,0,0,0,96.9,1,Not_Canceled
INN31810,2,0,0,1,Not Selected,0,Room_Type 1,39,2018,12,27,Online,0,0,0,74.8,2,Not_Canceled
INN04942,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,8,23,Online,0,0,0,139,1,Not_Canceled
INN06749,2,0,0,2,Meal Plan 1,0,Room_Type 1,256,2018,8,26,Offline,0,0,0,72.25,1,Not_Canceled
INN13234,2,0,0,1,Meal Plan 1,0,Room_Type 1,33,2018,11,26,Online,0,0,0,113,1,Not_Canceled
INN24397,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2018,4,1,Online,0,0,0,92.7,1,Not_Canceled
INN29479,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,80,0,Canceled
INN27641,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN12071,2,0,2,5,Meal Plan 1,0,Room_Type 4,12,2018,8,29,Online,0,0,0,89.32,1,Not_Canceled
INN20498,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115,1,Canceled
INN24855,2,0,1,3,Meal Plan 1,0,Room_Type 4,270,2018,9,29,Online,0,0,0,108.8,1,Canceled
INN00908,2,0,1,1,Meal Plan 1,0,Room_Type 1,80,2018,11,12,Online,0,0,0,93.6,0,Canceled
INN05525,2,0,0,4,Meal Plan 1,0,Room_Type 1,55,2018,3,1,Online,0,0,0,78.08,1,Not_Canceled
INN32348,2,2,0,1,Meal Plan 1,0,Room_Type 6,1,2018,12,29,Online,0,0,0,208,0,Not_Canceled
INN14068,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100,0,Canceled
INN13833,2,0,1,4,Meal Plan 1,0,Room_Type 1,124,2018,8,8,Online,0,0,0,114.3,0,Canceled
INN00211,2,0,0,3,Meal Plan 1,0,Room_Type 1,6,2017,9,22,Online,0,0,0,106.07,1,Not_Canceled
INN17086,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,12,Online,0,0,0,135,1,Not_Canceled
INN34508,2,0,0,1,Not Selected,0,Room_Type 1,77,2018,5,7,Online,0,0,0,116.1,1,Not_Canceled
INN24439,2,0,2,1,Meal Plan 1,0,Room_Type 1,139,2018,10,8,Online,0,0,0,118.8,0,Canceled
INN28610,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,Canceled
INN10090,2,0,1,2,Meal Plan 1,0,Room_Type 4,57,2018,3,21,Online,0,0,0,118.5,1,Not_Canceled
INN26028,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75,0,Canceled
INN18873,2,0,0,4,Meal Plan 1,0,Room_Type 4,95,2018,4,27,Online,0,0,0,82.07,1,Canceled
INN07716,1,0,1,1,Meal Plan 1,0,Room_Type 1,26,2017,9,5,Online,0,0,0,95,2,Not_Canceled
INN17653,2,0,2,2,Meal Plan 1,0,Room_Type 1,90,2018,5,7,Online,0,0,0,119.85,0,Not_Canceled
INN11805,2,0,1,2,Not Selected,0,Room_Type 1,112,2018,9,23,Online,0,0,0,134.1,1,Canceled
INN21094,2,0,2,5,Not Selected,0,Room_Type 1,14,2018,12,28,Online,0,0,0,98.11,1,Not_Canceled
INN27608,2,0,2,0,Meal Plan 1,0,Room_Type 1,39,2018,6,26,Online,0,0,0,99.9,1,Not_Canceled
INN00091,2,0,1,3,Not Selected,0,Room_Type 1,110,2018,5,5,Online,0,0,0,101.58,1,Not_Canceled
INN12906,2,0,0,3,Not Selected,0,Room_Type 1,24,2018,8,31,Online,0,0,0,110,0,Not_Canceled
INN32492,1,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Online,0,0,0,0,0,Not_Canceled
INN07080,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110,0,Canceled
INN13853,1,0,1,3,Meal Plan 1,0,Room_Type 4,4,2018,10,24,Aviation,0,0,0,110,0,Not_Canceled
INN27766,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Offline,0,0,0,105,0,Canceled
INN23702,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100,0,Not_Canceled
INN07732,2,0,0,3,Meal Plan 1,1,Room_Type 1,115,2018,6,14,Online,0,0,0,135.9,2,Not_Canceled
INN04935,1,0,0,1,Not Selected,0,Room_Type 1,27,2018,1,5,Offline,0,0,0,64.8,0,Not_Canceled
INN35347,2,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,8,22,Corporate,0,0,0,100,0,Not_Canceled
INN26150,3,0,0,4,Meal Plan 1,0,Room_Type 4,101,2018,8,24,Online,0,0,0,150.3,0,Canceled
INN23766,1,0,2,2,Meal Plan 1,0,Room_Type 1,45,2017,9,18,Online,0,0,0,85.5,0,Not_Canceled
INN27357,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
INN26695,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,1,31,Online,0,0,0,102,1,Not_Canceled
INN07938,2,0,0,1,Not Selected,0,Room_Type 1,68,2018,9,16,Online,0,0,0,125.1,0,Canceled
INN10899,1,0,0,1,Meal Plan 1,0,Room_Type 1,49,2017,9,22,Corporate,0,0,0,65,0,Not_Canceled
INN00930,2,0,2,1,Meal Plan 1,0,Room_Type 1,13,2017,10,18,Offline,0,0,0,85,0,Not_Canceled
INN01390,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,5,10,Online,0,0,0,141,0,Canceled
INN14570,2,0,0,4,Meal Plan 1,0,Room_Type 4,28,2017,11,4,Online,0,0,0,85.59,1,Not_Canceled
INN02614,1,0,0,3,Meal Plan 1,0,Room_Type 4,133,2018,5,17,Online,0,0,0,114.3,0,Not_Canceled
INN26919,2,0,2,5,Meal Plan 1,0,Room_Type 1,291,2018,12,28,Offline,0,0,0,68,0,Not_Canceled
INN29230,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
INN22129,2,0,2,2,Meal Plan 1,0,Room_Type 1,17,2018,12,3,Online,0,0,0,89.89,2,Not_Canceled
INN25182,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,85,0,Not_Canceled
INN12520,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled
INN10732,1,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,6,13,Online,0,0,0,95,1,Not_Canceled
INN33850,2,0,0,2,Meal Plan 1,0,Room_Type 4,36,2018,6,9,Online,0,0,0,133.2,0,Canceled
INN09631,1,0,0,3,Meal Plan 1,0,Room_Type 1,46,2018,3,3,Online,0,0,0,73.9,0,Canceled
INN03587,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Online,0,0,0,70,0,Canceled
INN09750,2,0,1,1,Meal Plan 2,0,Room_Type 1,7,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled
INN35298,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121,0,Not_Canceled
INN24885,1,0,2,3,Meal Plan 1,0,Room_Type 1,95,2017,12,18,Online,0,0,0,67.5,2,Not_Canceled
INN21821,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,25,Online,0,0,0,86,0,Not_Canceled
INN19839,2,0,2,5,Meal Plan 1,0,Room_Type 4,181,2018,8,4,Online,0,0,0,112.2,1,Canceled
INN21362,1,0,0,2,Meal Plan 1,0,Room_Type 1,20,2018,8,2,Corporate,0,0,0,65,0,Canceled
INN33344,2,1,0,2,Meal Plan 1,0,Room_Type 1,62,2018,7,26,Online,0,0,0,121.5,1,Not_Canceled
INN17216,2,0,1,1,Meal Plan 2,0,Room_Type 5,96,2017,9,28,Offline,0,0,0,138,0,Canceled
INN30975,2,0,2,1,Not Selected,0,Room_Type 1,43,2018,12,25,Online,0,0,0,88,2,Not_Canceled
INN26232,2,0,1,1,Meal Plan 1,0,Room_Type 1,90,2018,4,25,Online,0,0,0,96.3,1,Not_Canceled
INN27954,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,2,26,Online,0,0,0,81,0,Not_Canceled
INN10445,2,0,1,5,Meal Plan 1,0,Room_Type 1,32,2017,9,15,Offline,0,0,0,60.83,0,Not_Canceled
INN04370,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,20,Corporate,0,0,0,79,0,Not_Canceled
INN30556,2,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,11,18,Offline,0,0,0,75,0,Not_Canceled
INN33600,1,0,2,1,Not Selected,0,Room_Type 1,17,2018,11,27,Online,0,0,0,78,0,Not_Canceled
INN24508,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,2,26,Offline,0,0,0,70,0,Not_Canceled
INN08833,2,0,2,2,Meal Plan 1,0,Room_Type 1,10,2018,11,11,Online,0,0,0,86.72,1,Not_Canceled
INN22082,1,0,0,4,Meal Plan 1,0,Room_Type 1,34,2018,10,26,Online,0,0,0,129,1,Canceled
INN00833,2,0,2,3,Meal Plan 1,0,Room_Type 1,32,2018,3,11,Offline,0,0,0,85,0,Not_Canceled
INN22859,2,0,1,2,Meal Plan 1,0,Room_Type 4,69,2018,4,22,Online,0,0,0,118.8,1,Not_Canceled
INN19752,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,Canceled
INN09572,2,0,1,3,Not Selected,0,Room_Type 1,217,2018,9,29,Online,0,0,0,101.15,0,Canceled
INN05911,2,0,0,3,Meal Plan 1,0,Room_Type 4,68,2018,10,18,Online,0,0,0,132.3,2,Not_Canceled
INN04245,2,0,1,0,Not Selected,0,Room_Type 1,145,2018,6,27,Online,0,0,0,85.5,1,Not_Canceled
INN03324,2,0,0,4,Meal Plan 1,0,Room_Type 4,22,2017,10,20,Offline,0,0,0,75,0,Not_Canceled
INN30991,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
INN24636,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,2017,12,26,Offline,0,0,0,58,0,Not_Canceled
INN02570,2,2,0,1,Not Selected,0,Room_Type 4,0,2018,9,16,Online,0,0,0,147.59,0,Not_Canceled
INN20976,2,0,1,3,Meal Plan 1,0,Room_Type 4,66,2018,9,8,Online,0,0,0,149.4,1,Canceled
INN27687,2,0,0,4,Meal Plan 2,0,Room_Type 1,261,2018,11,15,Online,0,0,0,106.25,1,Canceled
INN09370,2,0,2,2,Not Selected,0,Room_Type 1,38,2018,8,27,Online,0,0,0,107.55,2,Not_Canceled
INN01522,2,0,0,3,Meal Plan 1,0,Room_Type 2,2,2018,1,7,Online,0,0,0,77.25,0,Not_Canceled
INN34818,2,0,1,1,Not Selected,0,Room_Type 4,0,2018,8,20,Online,0,0,0,96.6,1,Not_Canceled
INN01828,2,1,0,1,Meal Plan 2,0,Room_Type 1,32,2018,4,27,Online,0,0,0,165.15,0,Not_Canceled
INN33640,2,0,0,3,Meal Plan 1,0,Room_Type 1,86,2017,12,30,Online,0,0,0,81.86,1,Not_Canceled
INN00844,1,0,2,1,Not Selected,0,Room_Type 1,9,2018,2,21,Online,0,0,0,79,0,Canceled
INN28153,2,1,0,2,Meal Plan 1,0,Room_Type 1,151,2018,12,30,Online,0,0,0,143.38,1,Canceled
INN21673,2,2,2,3,Meal Plan 1,0,Room_Type 6,97,2018,10,21,Online,0,0,0,185.22,0,Canceled
INN22774,2,3,1,2,Meal Plan 1,0,Room_Type 7,99,2018,7,22,Online,0,0,0,269.3,2,Canceled
INN14317,2,0,2,2,Meal Plan 1,0,Room_Type 1,18,2017,9,11,Online,0,0,0,116.75,1,Canceled
INN16972,2,0,1,2,Meal Plan 1,0,Room_Type 1,135,2017,9,14,Offline,0,0,0,90,0,Canceled
INN30970,2,0,1,2,Meal Plan 1,0,Room_Type 4,185,2018,12,16,Online,0,0,0,103.5,0,Not_Canceled
INN00923,1,0,1,1,Meal Plan 1,0,Room_Type 1,13,2018,7,11,Corporate,0,0,0,79,0,Not_Canceled
INN25860,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2017,9,11,Online,0,0,0,95,2,Not_Canceled
INN32177,3,0,3,5,Meal Plan 2,0,Room_Type 1,185,2018,10,2,Offline,0,0,0,150.4,0,Canceled
